host_since,host_identity_verified,neighbourhood,property_type,room_type,bed_type,cancellation_policy,host_listings_count,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,extra_people,minimum_nights,number_of_reviews,review_scores_rating,reviews_per_month,latitude,longitude,days,needsIndex,price
2012-05-05,FALSE,Amesbury,Apartment,Private room,Real Bed,strict_14_with_grace_period,1,2,1,1,1,0,20,20.00,1,23,94,0.31,43.70629565,-79.48767659,2347,0.589558077,56.00
2012-05-06,TRUE,Fashion District,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,1,1,2,500,80,15.00,3,46,98,0.73,43.64427548,-79.4026826,2346,0.863683033,150.00
2011-08-30,TRUE,Fashion District,Loft,Entire home/apt,Real Bed,strict_14_with_grace_period,2,2,1,1,1,2000,120,25.00,14,40,98,0.53,43.6435254,-79.40153725,2596,0.760408209,166.00
2012-05-11,TRUE,Oakwood,Guest suite,Entire home/apt,Real Bed,moderate,2,2,1,1,1,300,50,0.00,2,95,97,1.26,43.68767085,-79.44004042,2341,0.821636602,109.00
2011-09-08,TRUE,Downtown Toronto,Bed and breakfast,Shared room,Real Bed,strict_14_with_grace_period,29,2,2,1,1,0,57.72810448,15.00,3,1,100,0.02,43.66736491,-79.38012644,2587,0.508212521,69.00
2012-05-22,FALSE,Wychwood Park,House,Private room,Real Bed,strict_14_with_grace_period,1,1,1,1,1,0,57.72810448,0.00,3,0,92,0,43.6777528,-79.42171219,2330,0.508212521,75.00
2011-10-03,TRUE,Dovercourt Park,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,2,1,0,1,500,45,299.00,3,100,95,1.36,43.664444,-79.42534205,2562,0.863683033,115.00
2012-05-23,FALSE,Niagara,Apartment,Entire home/apt,Real Bed,moderate,1,1,1.5,1,1,0,57.72810448,0.00,360,0,92,0,43.64277622,-79.41018287,2329,0.540691979,70.00
2012-01-16,FALSE,Parkwoods,House,Entire home/apt,Real Bed,strict_14_with_grace_period,2,7,2,4,5,200,210,70.00,120,1,100,0.01,43.75809122,-79.31778072,2457,0.605980562,184.00
2011-10-16,TRUE,The Annex,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,0,1,1,0,57.72810448,30.00,3,8,97,0.11,43.66697144,-79.40508902,2549,0.508212521,75.00
2012-05-31,FALSE,Garden District,House,Private room,Real Bed,strict_14_with_grace_period,15,1,1,1,1,0,20,20.00,3,4,60,0.06,43.65751167,-79.37177514,2321,0.770066708,65.00
2012-06-01,FALSE,Little Portugal,Apartment,Entire home/apt,Real Bed,moderate,3,6,2,2,0,350,90,25.00,2,72,99,0.95,43.64887178,-79.43201906,2320,0.897901036,208.00
2010-08-24,TRUE,Wallace Emerson,Loft,Entire home/apt,Real Bed,flexible,1,3,2,1,2,400,100,50.00,2,6,84,0.09,43.66021069,-79.43757244,2967,0.664940375,150.00
2011-04-25,FALSE,The Junction,Guest suite,Entire home/apt,Real Bed,strict_14_with_grace_period,2,2,1,0,1,200,50,0.00,4,151,97,1.97,43.66585163,-79.47555651,2723,0.694313126,69.00
2012-06-04,TRUE,Trinity-Bellwoods,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,5,1,3,3,0,125,0.00,2,76,99,1.04,43.65264497,-79.41100157,2317,0.844449108,225.00
2012-01-16,FALSE,Parkwoods,Other,Entire home/apt,Real Bed,strict_14_with_grace_period,2,4,1,1,3,100,100,25.00,5,31,94,0.42,43.75863859,-79.31796905,2457,0.63241182,52.00
2012-01-02,TRUE,Wallace Emerson,Loft,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,750,75,75.00,2,55,95,0.72,43.6587488,-79.44550677,2471,0.731778843,145.00
2012-06-09,TRUE,Willowdale,Guest suite,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,490,108,10.00,21,6,76,0.08,43.76542235,-79.40359029,2312,0.850989199,67.00
2012-02-04,TRUE,Roncesvalles,Loft,Entire home/apt,Real Bed,strict_14_with_grace_period,2,4,1,1,1,500,85,50.00,5,41,98,0.55,43.64278916,-79.43347173,2438,0.760408209,138.00
2012-06-07,FALSE,Niagara,Condominium,Shared room,Real Bed,flexible,1,1,1,1,1,0,57.72810448,0.00,1,0,92,0,43.64261632,-79.40315471,2314,0.674915526,66.00
2012-06-10,TRUE,Palmerston/Little Italy,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,7,2,4,5,500,100,25.00,7,18,95,0.24,43.65899023,-79.42473913,2311,0.821636602,295.00
2012-06-10,TRUE,Trinity-Bellwoods,House,Private room,Real Bed,moderate,4,2,1,1,1,136,35,20.00,3,91,93,1.19,43.65037744,-79.41018576,2311,0.63241182,56.00
2011-08-25,TRUE,Harbourfront,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,3,5,1,1,2,500,70,30.00,5,126,97,1.66,43.63930949,-79.38173982,2601,0.760408209,220.00
2012-05-31,FALSE,Garden District,Guesthouse,Private room,Real Bed,strict_14_with_grace_period,15,3,1,1,1,0,20,20.00,3,5,64,0.08,43.66002035,-79.37217134,2321,0.779336398,65.00
2012-05-31,FALSE,Garden District,Guesthouse,Private room,Real Bed,strict_14_with_grace_period,15,2,3.5,1,2,0,20,20.00,3,5,88,0.07,43.65931061,-79.37258237,2321,0.674915526,59.00
2012-05-31,FALSE,Garden District,Bed and breakfast,Private room,Real Bed,strict_14_with_grace_period,15,1,1,1,1,0,20,20.00,3,17,82,0.25,43.66014728,-79.37206439,2321,0.619765611,39.00
2012-05-31,FALSE,Garden District,Guesthouse,Private room,Real Bed,strict_14_with_grace_period,15,2,3.5,1,1,0,20,20.00,3,2,70,0.03,43.65851816,-79.37165423,2321,0.770066708,54.00
2012-05-31,FALSE,Garden District,House,Private room,Real Bed,strict_14_with_grace_period,15,2,1,1,1,0,20,20.00,3,11,76,0.17,43.65796025,-79.37145709,2321,0.619765611,54.00
2012-05-31,FALSE,Garden District,House,Private room,Real Bed,strict_14_with_grace_period,15,2,1,1,2,0,20,20.00,3,13,80,0.17,43.6582267,-79.37212591,2321,0.619765611,45.00
2012-05-31,FALSE,Garden District,House,Private room,Real Bed,strict_14_with_grace_period,15,2,1,1,2,0,20,20.00,3,4,70,0.06,43.66003573,-79.37174679,2321,0.605980562,45.00
2012-06-09,FALSE,Mimico,Apartment,Private room,Real Bed,strict_14_with_grace_period,1,2,3,1,1,0,57.72810448,0.00,7,0,92,0,43.6257514,-79.48815476,2312,0.52441118,200.00
2011-06-21,FALSE,Woodbine/Lumsden,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,7,2,1,1,1,200,35,0.00,3,61,90,0.8,43.68884201,-79.31406369,2666,0.770066708,80.00
2011-03-11,TRUE,Little Portugal,House,Private room,Real Bed,flexible,1,2,1,1,1,126,6,10.00,2,157,91,2.15,43.65007363,-79.42561102,2768,0.741246136,69.00
2011-03-22,TRUE,The Junction,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,7,1,2,4,250,57.72810448,0.00,7,64,90,0.85,43.66610091,-79.47597581,2757,0.770066708,125.00
2012-06-18,FALSE,Entertainment District,Apartment,Entire home/apt,Real Bed,moderate,1,2,1,2,2,750,0,25.00,3,11,94,0.18,43.64147008,-79.39269255,2303,0.694313126,199.00
2012-06-20,TRUE,Palmerston/Little Italy,Apartment,Entire home/apt,Real Bed,moderate,1,6,1,2,3,200,100,25.00,2,3,100,0.04,43.66100544,-79.42694718,2301,0.770066708,91.00
2011-11-03,FALSE,Garden District,Townhouse,Private room,Pull-out Sofa,strict_14_with_grace_period,10,5,1,1,3,262,57.72810448,10.00,1,42,78,0.55,43.65669749,-79.37323688,2531,0.643217553,59.00
2012-06-10,TRUE,Trinity-Bellwoods,House,Private room,Real Bed,moderate,4,3,1,1,2,136,35,20.00,3,163,94,2.15,43.65238657,-79.40901684,2311,0.540691979,52.00
2012-06-10,TRUE,Trinity-Bellwoods,House,Private room,Real Bed,moderate,4,1,1,1,1,136,35,20.00,3,97,95,1.3,43.65158879,-79.40826559,2311,0.540691979,50.00
2010-09-07,TRUE,Palmerston/Little Italy,Apartment,Entire home/apt,Real Bed,moderate,1,4,1,2,2,0,57.72810448,15.00,3,1,80,0.02,43.65707022,-79.41011229,2953,0.492153407,100.00
2012-06-28,FALSE,Long Branch,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,4,1,2,2,0,57.72810448,30.00,3,99,90,1.33,43.59089329,-79.52432505,2293,0.813624225,100.00
2012-06-28,TRUE,Kensington Market,Bed and breakfast,Private room,Real Bed,moderate,3,2,1.5,1,1,0,35,20.00,1,100,92,2.46,43.6549574,-79.40233259,2293,0.750769534,41.00
2012-07-02,TRUE,Greenwood-Coxwell,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,6,1.5,3,3,500,200,40.00,3,25,88,0.34,43.68180803,-79.32461657,2289,0.643217553,250.00
2012-06-20,FALSE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,moderate,1,2,1,1,1,0,0,0.00,2,22,96,0.33,43.66525186,-79.38751941,2301,0.573028442,120.00
2011-02-05,TRUE,The Danforth,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,11,7,1,3,3,0,75,0.00,3,27,87,0.37,43.68616593,-79.29311008,2802,0.55691431,119.00
2012-07-03,FALSE,Wychwood Park,House,Entire home/apt,Real Bed,moderate,1,6,4,2,3,250,25,0.00,5,0,92,0,43.67672767,-79.42317695,2288,0.589558077,350.00
2012-04-19,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,6,2,1,1,1,0,50,0.00,1,63,97,0.85,43.64317217,-79.38043896,2363,0.91565996,169.00
2011-09-14,TRUE,Niagara,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,200,30,20.00,3,12,96,0.16,43.63802815,-79.41904078,2581,0.850989199,131.00
2012-07-13,FALSE,Riverdale,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,3,1.5,2,2,0,40,0.00,7,7,97,0.1,43.66096145,-79.34762548,2278,0.605980562,115.00
2012-05-11,TRUE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,moderate,2,2,1,1,1,300,50,20.00,7,40,98,0.54,43.67059959,-79.38091269,2341,0.805421972,135.00
2012-06-28,FALSE,Dufferin Grove,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,4,1,1,2,0,40,25.00,2,153,96,2.06,43.6535448,-79.43507946,2293,0.760408209,85.00
2012-07-18,FALSE,Woodbine Corridor,House,Private room,Real Bed,strict_14_with_grace_period,1,2,1.5,1,1,500,30,10.00,4,39,93,0.53,43.67666404,-79.31321512,2273,0.619765611,69.00
2012-05-31,FALSE,Garden District,Guesthouse,Private room,Real Bed,strict_14_with_grace_period,15,2,3.5,1,1,0,20,20.00,3,10,68,0.17,43.65758507,-79.37071869,2321,0.770066708,49.00
2011-11-10,TRUE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,2,2,1,1,1,0,80,0.00,90,105,99,1.4,43.65334661,-79.39001062,2524,0.750769534,114.00
2011-06-03,FALSE,Parkwoods,Condominium,Private room,Real Bed,moderate,1,1,1,1,1,150,30,0.00,30,9,100,0.13,43.75320791,-79.33165978,2684,0.703663971,50.00
2012-07-23,TRUE,Harbourfront,Loft,Entire home/apt,Real Bed,strict_14_with_grace_period,2,2,1,1,1,1000,99,49.00,5,77,95,1.04,43.63712453,-79.39292571,2268,0.760408209,195.00
2011-10-03,TRUE,Dovercourt Park,Apartment,Private room,Real Bed,strict_14_with_grace_period,2,2,1.5,1,1,250,57.72810448,0.00,2,10,100,0.13,43.66270575,-79.42506471,2562,0.722408935,69.00
2012-06-25,TRUE,Palmerston/Little Italy,Apartment,Entire home/apt,Real Bed,flexible,1,4,1,0,2,0,20,0.00,1,0,92,0,43.65957691,-79.41257305,2296,0.694313126,75.00
2012-06-28,TRUE,Kensington Market,Bed and breakfast,Private room,Real Bed,moderate,3,1,1.5,1,1,0,35,15.00,1,104,90,2.77,43.65336781,-79.4022678,2293,0.760408209,39.00
2012-07-11,FALSE,Downtown Toronto,Apartment,Private room,Real Bed,flexible,1,2,1,1,1,0,12,40.00,2,50,93,3.24,43.67040311,-79.37574028,2280,0.460772225,56.00
2011-07-31,FALSE,Cliffside,House,Private room,Real Bed,strict_14_with_grace_period,3,1,1,1,1,140,40,0.00,5,17,94,0.23,43.70519464,-79.24773767,2626,0.805421972,35.00
2012-07-29,FALSE,Broadview North,Apartment,Entire home/apt,Real Bed,flexible,1,2,0,1,1,0,57.72810448,0.00,1,0,92,0,43.6903155,-79.35235958,2262,0.382695564,450.00
2012-05-01,FALSE,Woodbine Corridor,House,Private room,Real Bed,strict_14_with_grace_period,4,1,1,1,1,0,57.72810448,0.00,30,9,100,0.17,43.67567108,-79.31219963,2351,0.788070176,28.00
2012-05-01,FALSE,Woodbine Corridor,House,Private room,Real Bed,flexible,4,1,1,1,1,0,57.72810448,0.00,28,9,98,0.15,43.67638367,-79.31019645,2351,0.63241182,31.00
2012-07-25,FALSE,Pellam Park,Parking Space,Shared room,Real Bed,flexible,1,1,0,1,1,0,57.72810448,0.00,1,0,92,0,43.67368149,-79.4603161,2266,0.382695564,100.00
2012-02-04,TRUE,Roncesvalles,Loft,Shared room,Couch,flexible,2,1,1,1,1,0,40,35.00,1,2,100,0.03,43.64371748,-79.43282739,2438,0.694313126,65.00
2012-08-06,TRUE,Parkdale,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,5,3,3,3,0,60,0.00,4,10,84,0.25,43.63911918,-79.43946104,2254,0.674915526,94.00
2012-08-07,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,flexible,1,2,1,1,1,200,0,0.00,1,57,94,1.12,43.6427066,-79.39243697,2253,0.713114205,217.00
2012-08-10,TRUE,Parkdale,Apartment,Entire home/apt,Futon,moderate,1,2,1,0,1,0,57.72810448,0.00,7,3,80,0.12,43.63514278,-79.42735881,2250,0.55691431,65.00
2011-05-10,TRUE,The Junction,House,Entire home/apt,Real Bed,moderate,1,3,2,2,2,500,40,20.00,3,5,95,0.1,43.66202984,-79.47818493,2708,0.643217553,120.00
2012-08-13,FALSE,Niagara,Condominium,Entire home/apt,Real Bed,moderate,1,4,1,1,2,1000,100,0.00,1,34,96,0.55,43.63748195,-79.405656,2247,0.91565996,140.00
2011-09-08,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,29,2,1,1,1,0,38,19.00,7,0,92,0,43.66792262,-79.37955078,2587,0.713114205,138.00
2012-08-17,TRUE,Morningside,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,8,1.5,4,5,0,125,0.00,4,10,100,0.14,43.78505455,-79.2088693,2243,0.863683033,250.00
2012-08-18,FALSE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,500,50,200.00,4,29,96,0.39,43.65804752,-79.39600775,2242,0.63241182,85.00
2012-08-23,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,moderate,1,2,1,1,1,300,57.72810448,60.00,2,0,92,0,43.65653398,-79.3629743,2237,0.429026833,50.00
2012-08-25,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,flexible,2,4,2,2,2,500,70,50.00,2,41,96,0.66,43.65491669,-79.38185019,2235,0.813624225,140.00
2011-02-05,TRUE,The Danforth,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,11,3,1,1,1,0,40,10.00,3,38,90,0.59,43.68524402,-79.29109994,2802,0.52441118,57.00
2012-08-25,FALSE,The Annex,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,0,20,0.00,1,362,93,4.96,43.67037728,-79.40462673,2235,0.654151605,94.00
2012-07-15,FALSE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,moderate,1,2,1,1,1,500,80,0.00,7,0,92,0,43.6667475,-79.3754911,2276,0.605980562,225.00
2012-08-28,FALSE,High Park North,House,Entire home/apt,Real Bed,strict_14_with_grace_period,2,2,1,1,1,0,125,0.00,14,0,92,0,43.65754094,-79.45896146,2232,0.508212521,250.00
2012-08-30,FALSE,Davisville,House,Private room,Real Bed,strict_14_with_grace_period,1,1,1,1,1,0,57.72810448,0.00,3,78,96,1.1,43.70239807,-79.39664462,2230,0.897901036,65.00
2012-09-01,FALSE,Entertainment District,Apartment,Private room,Real Bed,flexible,1,1,1,1,1,0,57.72810448,0.00,5,0,92,0,43.64673094,-79.39315083,2228,0.589558077,400.00
2012-06-25,TRUE,Palmerston/Little Italy,House,Private room,Real Bed,strict_14_with_grace_period,5,2,2,1,1,500,37,18.00,1,123,95,2.02,43.65805943,-79.41355983,2296,0.770066708,35.00
2012-09-02,FALSE,Rosedale,House,Private room,Real Bed,strict_14_with_grace_period,1,1,1,1,1,200,57.72810448,45.00,1,11,94,0.15,43.68356221,-79.38266983,2227,0.703663971,69.00
2012-03-29,FALSE,Downtown Toronto,Condominium,Private room,Real Bed,strict_14_with_grace_period,1,2,1,1,2,250,40,35.00,1,208,97,2.81,43.65046846,-79.39239122,2384,0.664940375,93.00
2012-09-05,FALSE,Humbermede,Townhouse,Private room,Real Bed,strict_14_with_grace_period,3,1,2,1,2,0,57.72810448,20.00,1,129,97,1.77,43.7497466,-79.54776936,2224,0.674915526,38.00
2012-09-05,FALSE,Humbermede,House,Private room,Real Bed,strict_14_with_grace_period,3,2,1,1,1,0,57.72810448,20.00,1,47,95,0.66,43.74978985,-79.54896186,2224,0.589558077,45.00
2012-09-16,TRUE,High Park North,Loft,Entire home/apt,Real Bed,moderate,1,2,1,1,1,0,40,0.00,5,15,100,0.23,43.65848329,-79.45408132,2213,0.731778843,100.00
2012-09-18,TRUE,Roncesvalles,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,5,4,1,1,1,300,125,20.00,2,16,91,0.22,43.65369047,-79.45178421,2211,0.892575204,200.00
2012-09-18,TRUE,Roncesvalles,House,Entire home/apt,Real Bed,strict_14_with_grace_period,5,7,1,3,4,300,175,0.00,2,15,97,0.26,43.65540873,-79.4532674,2211,0.892575204,290.00
2012-09-18,TRUE,Roncesvalles,House,Entire home/apt,Real Bed,strict_14_with_grace_period,5,5,1,2,3,296,173,19.00,2,3,87,0.04,43.65540982,-79.4528897,2211,0.881382203,270.00
2011-10-14,TRUE,Saint Lawrence,Apartment,Entire home/apt,Real Bed,flexible,1,2,1,1,1,0,57.72810448,0.00,2,3,100,0.04,43.64827369,-79.36607208,2551,0.619765611,145.00
2012-09-04,TRUE,Long Branch,Townhouse,Private room,Real Bed,moderate,3,2,0,1,1,150,30,10.00,2,51,93,0.7,43.59770525,-79.52480158,2225,0.63241182,47.00
2012-03-13,TRUE,Henry Farm,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,78,3,2,1,2,500,57.72810448,10.00,28,3,60,0.07,43.76685726,-79.38285294,2400,0.664940375,169.00
2012-08-12,TRUE,Fashion District,House,Entire home/apt,Real Bed,moderate,2,3,1,2,2,800,75,15.00,3,38,99,0.53,43.64446204,-79.40267791,2248,0.863683033,178.00
2012-09-04,TRUE,Long Branch,Townhouse,Private room,Real Bed,moderate,3,2,1,1,1,150,30,10.00,2,97,95,1.33,43.59743331,-79.52483853,2225,0.694313126,41.00
2012-10-01,TRUE,Danforth Village,House,Private room,Real Bed,moderate,1,2,1,1,1,0,20,18.00,2,39,98,0.53,43.68814433,-79.34444412,2198,0.55691431,58.00
2012-06-10,TRUE,Trinity-Bellwoods,House,Private room,Real Bed,moderate,4,5,1,1,5,136,35,20.00,7,108,94,1.51,43.65097945,-79.41022854,2311,0.643217553,52.00
2012-03-13,TRUE,Niagara,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,78,3,1,1,2,500,57.72810448,10.00,28,12,88,0.21,43.63752166,-79.41381646,2400,0.643217553,169.00
2012-10-06,FALSE,Roncesvalles,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,6,2,4,4,0,200,20.00,4,9,100,0.14,43.64111495,-79.44661064,2193,0.619765611,270.00
2012-10-09,TRUE,Leaside,Guest suite,Entire home/apt,Real Bed,moderate,2,2,1,1,1,150,0,25.00,2,120,98,2.13,43.71445132,-79.36335627,2190,0.760408209,98.00
2012-03-13,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,78,4,2,2,2,750,57.72810448,10.00,15,0,92,0,43.63984667,-79.39555735,2400,0.654151605,229.00
2011-12-17,TRUE,Wallace Emerson,Apartment,Entire home/apt,Futon,strict_14_with_grace_period,1,2,1,1,1,0,57.72810448,13.00,2,13,93,0.18,43.66106667,-79.44291709,2487,0.573028442,129.00
2012-09-18,TRUE,Roncesvalles,House,Entire home/apt,Real Bed,strict_14_with_grace_period,5,4,1,2,3,300,150,15.00,3,9,85,0.13,43.65394017,-79.45247827,2211,0.923748247,206.00
2012-09-29,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,3,2,1,1,1,600,135,15.00,7,5,100,2.34,43.65258104,-79.38202931,2200,0.875742681,168.00
2012-10-26,TRUE,Cabbagetown,House,Private room,Real Bed,strict_14_with_grace_period,3,1,1,1,1,0,50,20.00,3,36,98,0.56,43.6638897,-79.370504,2173,0.731778843,71.00
2012-10-13,TRUE,Garden District,Condominium,Entire home/apt,Real Bed,moderate,1,2,1,1,1,250,75,0.00,4,67,97,0.93,43.65980488,-79.37992308,2186,0.837016211,190.00
2012-10-30,TRUE,Harbourfront,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,1000,75,100.00,180,6,80,0.11,43.63756887,-79.3925331,2169,0.722408935,93.00
2012-01-10,TRUE,Davisville,Apartment,Entire home/apt,Real Bed,moderate,2,3,1,0,2,0,0,0.00,5,36,96,0.51,43.70541265,-79.39508318,2463,0.731778843,75.00
2012-10-31,TRUE,Saint Lawrence,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,1,2,2,1,0,57.72810448,0.00,6,0,92,0,43.65017726,-79.36800524,2168,0.382695564,138.00
2012-09-25,FALSE,The Danforth,Bungalow,Entire home/apt,Real Bed,strict_14_with_grace_period,1,7,2,3,4,500,100,57.00,3,23,99,0.35,43.6808582,-79.30945103,2204,0.850989199,340.00
2012-11-05,FALSE,Garden District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,3,2,0,1,1,0,100,0.00,60,19,87,0.29,43.65649352,-79.37149887,2163,0.63241182,65.00
2012-01-08,FALSE,Roncesvalles,Loft,Entire home/apt,Real Bed,flexible,1,1,0,1,1,651,65,13.00,14,1,100,0.04,43.6539413,-79.44922181,2465,0.476334589,129.00
2012-11-08,FALSE,Palmerston/Little Italy,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,2,1,1,1,500,90,25.00,30,20,99,1.17,43.66237496,-79.41412476,2160,0.837016211,150.00
2012-01-28,TRUE,Don Valley Village,Apartment,Private room,Real Bed,moderate,1,2,1,1,1,0,57.72810448,10.00,3,63,97,0.91,43.77563385,-79.34922502,2445,0.63241182,69.00
2012-03-13,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,78,2,1,1,1,500,57.72810448,0.00,28,8,90,0.21,43.64046353,-79.39496103,2400,0.674915526,149.00
2012-11-10,FALSE,Rosedale,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,6,3,4,4,1500,250,0.00,7,0,92,0,43.67686595,-79.38435827,2158,0.770066708,400.00
2011-05-14,TRUE,Fashion District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,0,85,0.00,21,11,96,0.16,43.64288704,-79.39922227,2704,0.869995519,175.00
2010-10-10,TRUE,The Junction,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,1000,57.72810448,100.00,360,61,95,0.87,43.66599513,-79.46476658,2920,0.684936731,120.00
2011-07-20,TRUE,Roncesvalles,Apartment,Entire home/apt,Real Bed,flexible,1,2,0,1,1,750,57.72810448,0.00,14,1,100,0.01,43.64503118,-79.45253823,2637,0.492153407,80.00
2012-10-19,TRUE,The Junction,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,1,1,2,750,75,25.00,2,24,98,2.58,43.6652843,-79.47275592,2180,0.788070176,150.00
2012-04-02,FALSE,Downtown Toronto,Condominium,Private room,Real Bed,strict_14_with_grace_period,2,2,1,1,1,0,0,38.00,1,83,99,1.29,43.66455454,-79.38533262,2380,0.886998193,115.00
2012-11-16,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,moderate,1,3,1,1,1,0,57.72810448,0.00,2,4,85,0.1,43.64071187,-79.39317765,2152,0.605980562,131.00
2012-11-16,TRUE,The Pocket,House,Private room,Futon,strict_14_with_grace_period,1,2,1,1,1,0,10,10.00,1,63,94,1.47,43.67420868,-79.34179802,2152,0.703663971,63.00
